식품명,대표식품코드,대표식품명,식품중분류코드,식품소분류코드,에너지(kcal),단백질(g),당류(g),나트륨(mg),포화지방산(g),카페인(mg),업체명
커피_헤이즐넛 카페 라떼 핫(HOT),20748,커피,2074800,207480000,109,2.34,8.59,43,4.95,62.77,카페띠아모
커피_헤이즐넛 라떼 아이스(ICED),20748,커피,2074800,207480000,40,1.24,1.83,10,0.78,36.7,메가커피
커피_헤이즐넛 라떼 핫(HOT),20748,커피,2074800,207480000,41,1.54,1.64,11,0.86,34.62,메가커피
커피_헤이즐넛 라떼,20748,커피,2074800,207480000,21,1.17,1.35,12,0.69,124,카페봄봄
커피_헤이즐넛아메리카노 아이스(ICED),20748,커피,2074800,207480000,16,0.14,2.23,0,0,27.7,메가커피
커피_헤이즐넛아메리카노 핫(HOT),20748,커피,2074800,207480000,14,0.15,1.61,0,0,35.5,메가커피
커피_헤이즐넛아메리카노,20748,커피,2074800,207480000,2,0.17,0,0,0,124,카페봄봄
커피_화이트 초콜렛 모카 아이스(ICED) (EX),20748,커피,2074800,207480000,62,1.22,6.45,21,2.29,31.65,이디야
커피_화이트 초콜렛 모카 아이스(ICED),20748,커피,2074800,207480000,75,1.21,7.07,29,3.6,22.03,이디야
커피_화이트 초콜렛 모카 핫(HOT) (EX),20748,커피,2074800,207480000,79,2.05,7.69,35,2.91,31.65,이디야
커피_화이트 초콜렛 모카 핫(HOT),20748,커피,2074800,207480000,84,1.85,7.83,39,3.69,22.03,이디야
커피_화이트 초콜릿 모카 아이스(ICED) (Tall),20748,커피,2074800,207480000,73,1.97,7.61,21,2.25,21.13,스타벅스
커피_화이트 초콜릿 모카 핫(HOT) (Tall),20748,커피,2074800,207480000,97,3.1,9.86,42,3.1,21.13,스타벅스
커피_화이트모카 아이스(ICED),20748,커피,2074800,207480000,60,1.12,7.55,30,2.52,40.8,카페띠아모
커피_화이트모카 핫(HOT),20748,커피,2074800,207480000,83,1.77,9.95,44,3.41,65.81,카페띠아모
커피_흑당콜드브루 (EX),20748,커피,2074800,207480000,61,1.38,9.99,22,0.97,19.98,이디야
커피_흑당콜드브루,20748,커피,2074800,207480000,60,1.21,9.9,21,0.92,15.7,이디야
커피_흑임자카페 라떼 아이스(ICED) (L),20748,커피,2074800,207480000,101,2.33,7.4,36,3.17,45.67,투썸플레이스
커피_흑임자카페 라떼 아이스(ICED) (Max),20748,커피,2074800,207480000,91,2.03,6.6,32,2.88,48.73,투썸플레이스
커피_흑임자카페 라떼 아이스(ICED) (R),20748,커피,2074800,207480000,86,1.93,6.28,31,2.66,34.54,투썸플레이스
커피_흑임자카페 라떼 핫(HOT) (L),20748,커피,2074800,207480000,98,2.75,9.3,40,2.54,45.67,투썸플레이스
커피_흑임자카페 라떼 핫(HOT) (R),20748,커피,2074800,207480000,100,2.82,9.01,39,2.54,40.28,투썸플레이스
커피_그린티 카페 라떼 아이스(ICED),20748,커피,2074800,207480000,83,2.82,7.89,29,1.69,36.06,달콤
커피_그린티 카페 라떼 핫(HOT),20748,커피,2074800,207480000,83,2.82,7.89,29,1.69,36.06,달콤
커피_꿀 라떼 아이스(ICED) (L),20748,커피,2074800,207480000,17,0.08,3.84,0,0,69.77,아임일리터
커피_꿀 라떼 아이스(ICED) (M),20748,커피,2074800,207480000,18,0.07,4.3,0,0,34.88,아임일리터
커피_꿀 라떼 핫(HOT) (L),20748,커피,2074800,207480000,17,0.11,3.84,0,0,31.82,아임일리터
커피_꿀 라떼 핫(HOT) (M),20748,커피,2074800,207480000,18,0.07,4.3,0,0,34.88,아임일리터
커피_꿀메리카노 I’m B 아이스(ICED) (L),20748,커피,2074800,207480000,17,0.1,3.84,0,0,26.64,아임일리터
커피_꿀메리카노 I’m B 아이스(ICED) (M),20748,커피,2074800,207480000,18,0.05,4.3,0,0,25.9,아임일리터
커피_꿀메리카노 I’m B 핫(HOT) (L),20748,커피,2074800,207480000,16,0.04,3.84,0,0,25.9,아임일리터
커피_꿀메리카노 I’m B 핫(HOT) (M),20748,커피,2074800,207480000,18,0.07,4.3,0,0,13.32,아임일리터
커피_꿀메리카노 I’m D 아이스(ICED) (L),20748,커피,2074800,207480000,17,0.11,3.84,0,0,31.82,아임일리터
커피_꿀메리카노 I’m D 아이스(ICED) (M),20748,커피,2074800,207480000,18,0.07,4.3,0,0,34.88,아임일리터
커피_꿀메리카노 I’m D 핫(HOT) (L),20748,커피,2074800,207480000,16,0.04,3.84,0,0,34.88,아임일리터
커피_꿀메리카노 I’m D 핫(HOT) (M),20748,커피,2074800,207480000,19,0.08,4.3,0,0,15.96,아임일리터
커피_달고나커피 아이스(ICED),20748,커피,2074800,207480000,66,1.18,10.83,24,1.02,7.48,카페게이트
커피_달고나커피 핫(HOT),20748,커피,2074800,207480000,62,1.08,10,23,1.38,6.8,카페게이트
커피_더벤티사이즈 디카페인 아메리카노 아이스(ICED),20748,커피,2074800,207480000,3,0.11,0,0,0,5.5,더벤티
커피_더벤티사이즈 디카페인 카페 라떼 아이스(ICED),20748,커피,2074800,207480000,32,1.37,2.11,21,1.06,5.5,더벤티
커피_더벤티사이즈 믹스커피 아이스(ICED),20748,커피,2074800,207480000,59,0.21,7.4,8,1.16,17.44,더벤티
커피_더벤티사이즈 아메리카노 아이스(ICED),20748,커피,2074800,207480000,3,0.21,0,0,0,50.74,더벤티
커피_더벤티사이즈 카페 라떼 아이스(ICED),20748,커피,2074800,207480000,32,1.48,2.11,21,1.06,55.81,더벤티
커피_더블 모카 라떼 아이스(ICED) (K(코끼리)),20748,커피,2074800,207480000,74,2.62,7.38,27,1.85,31.38,달콤
커피_더블 모카 라떼 아이스(ICED) (L),20748,커피,2074800,207480000,83,2.96,8.25,30,1.9,43.13,달콤
커피_더블 모카 라떼 아이스(ICED) (R),20748,커피,2074800,207480000,94,3.1,9.3,34,2.25,25.35,달콤
커피_더블 모카 라떼 핫(HOT) (K(코끼리)),20748,커피,2074800,207480000,74,2.62,7.38,27,1.85,31.38,달콤
커피_더블 모카 라떼 핫(HOT) (L),20748,커피,2074800,207480000,83,2.96,8.25,30,1.9,43.13,달콤
커피_더블 모카 라떼 핫(HOT) (R),20748,커피,2074800,207480000,94,3.1,9.3,34,2.25,25.35,달콤
커피_더블돌체 라떼 아이스(ICED) (L),20748,커피,2074800,207480000,71,1.82,7.02,27,1.29,62,커피:니
커피_더블돌체 라떼 아이스(ICED) (R),20748,커피,2074800,207480000,72,1.83,7.03,27,1.3,46.5,커피:니
커피_더블돌체 라떼 핫(HOT) (L),20748,커피,2074800,207480000,100,2.93,9.58,45,2.03,69.75,커피:니
커피_더블돌체 라떼 핫(HOT) (R),20748,커피,2074800,207480000,100,2.94,9.59,45,2.03,54.71,커피:니
커피_돌체 라떼 아이스(ICED),20748,커피,2074800,207480000,57,1.8,6.49,34,1.29,29.18,블루샥
커피_돌체 라떼 아이스(ICED) (L),20748,커피,2074800,207480000,53,1.63,6.21,31,1.27,34.88,아임일리터
커피_돌체 라떼 아이스(ICED) (M),20748,커피,2074800,207480000,52,1.57,6.16,29,1.2,15.96,아임일리터
커피_돌체 라떼 핫(HOT),20748,커피,2074800,207480000,81,2.35,8.67,32,1.78,37.99,블루샥
커피_돌체 라떼 핫(HOT) (L),20748,커피,2074800,207480000,56,1.79,6.47,33,1.4,34.88,아임일리터
커피_돌체 라떼 핫(HOT) (M),20748,커피,2074800,207480000,63,2.08,7.01,38,1.59,15.96,아임일리터
커피_돌체 콜드 브루 라떼 아이스(ICED),20748,커피,2074800,207480000,36,1.18,4.4,20,0.99,41.52,블루샥
커피_돌체 콜드브루 라떼 디카페인 아이스(ICED) (L),20748,커피,2074800,207480000,54,1.51,6.75,31,1.22,0,아임일리터
커피_돌체 콜드브루 라떼 디카페인 아이스(ICED) (M),20748,커피,2074800,207480000,50,1.44,6.11,29,1.17,0,아임일리터
커피_돌체 콜드브루 라떼 디카페인 핫(HOT) (L),20748,커피,2074800,207480000,58,1.67,7.02,33,1.34,0,아임일리터
커피_돌체 콜드브루 라떼 디카페인 핫(HOT) (M),20748,커피,2074800,207480000,61,1.95,6.95,37,1.56,0,아임일리터
커피_돌체 콜드브루 라떼 아이스(ICED) (L),20748,커피,2074800,207480000,55,1.58,6.75,31,1.22,13.53,아임일리터
커피_돌체 콜드브루 라떼 아이스(ICED) (M),20748,커피,2074800,207480000,51,1.51,6.11,29,1.17,8.99,아임일리터
커피_돌체 콜드브루 라떼 핫(HOT) (L),20748,커피,2074800,207480000,58,1.73,7.02,33,1.34,13.53,아임일리터
커피_돌체 콜드브루 라떼 핫(HOT) (M),20748,커피,2074800,207480000,62,2.01,6.95,37,1.56,8.99,아임일리터
커피_돌체 콜드브루 아이스(ICED),20748,커피,2074800,207480000,66,2.08,7.05,34,1.64,37.73,바나프레소
커피_돌체 라떼 아이스(ICED),20748,커피,2074800,207480000,64,2,6.4,27,2.1,43.9,팔공티
커피_돌체 라떼 핫(HOT),20748,커피,2074800,207480000,96,3.4,9.5,40,3.4,43.9,팔공티
커피_돌체콜드브루 아이스(ICED),20748,커피,2074800,207480000,54,1.69,5.75,30,1.52,29.66,카페게이트
커피_디카페인 바닐라 크림콜드브루 아이스(ICED),20748,커피,2074800,207480000,40,0.17,4.91,5,1.35,0.17,더벤티
커피_디카페인 바닐라딥라떼 아이스(ICED),20748,커피,2074800,207480000,52,1.35,5.08,39,1.52,4.4,더벤티
커피_디카페인 바닐라딥라떼 핫(HOT),20748,커피,2074800,207480000,63,1.86,5.92,47,2.03,4.4,더벤티
커피_디카페인 아인슈페너 아이스(ICED),20748,커피,2074800,207480000,135,1.21,8.45,17,7.25,6.28,더벤티
커피_디카페인 아인슈페너 핫(HOT),20748,커피,2074800,207480000,115,1.45,7.97,22,5.56,6.28,더벤티
커피_디카페인 연유 라떼 아이스(ICED),20748,커피,2074800,207480000,64,1.86,6.77,28,1.52,4.4,더벤티
커피_디카페인 연유 라떼 핫(HOT),20748,커피,2074800,207480000,75,2.37,7.61,36,1.86,4.4,더벤티
커피_디카페인 오트카페 라떼 아이스(ICED),20748,커피,2074800,207480000,26,0.34,1.18,17,0.12,4.4,더벤티
커피_디카페인 오트카페 라떼 핫(HOT),20748,커피,2074800,207480000,39,0.51,1.86,27,0.19,4.4,더벤티
커피_디카페인 카라멜마끼야또 아이스(ICED),20748,커피,2074800,207480000,59,1.35,7.95,28,1.02,4.4,더벤티
커피_디카페인 카라멜마끼야또 핫(HOT),20748,커피,2074800,207480000,71,1.86,8.8,36,1.35,4.4,더벤티
커피_디카페인 카페 라떼 아이스(ICED),20748,커피,2074800,207480000,29,1.18,1.86,19,1.02,4.4,더벤티
커피_디카페인 카페 라떼 핫(HOT),20748,커피,2074800,207480000,43,1.86,3.05,30,1.52,4.4,더벤티
커피_디카페인 카페모카 아이스(ICED),20748,커피,2074800,207480000,80,1.69,9.81,40,2.54,5.92,더벤티
커피_디카페인 카페모카 핫(HOT),20748,커피,2074800,207480000,92,2.03,10.66,48,2.88,5.92,더벤티
커피_디카페인 콜드브루 라떼 아이스(ICED),20748,커피,2074800,207480000,31,1.69,2.54,27,1.21,4.51,달콤
커피_디카페인 콜드브루 아인슈페너 아이스(ICED),20748,커피,2074800,207480000,77,1.41,7.04,18,1.69,4.51,달콤
커피_디카페인 콜드브루 라떼 아이스(ICED),20748,커피,2074800,207480000,28,1.18,1.86,24,1.02,0.17,더벤티
커피_디카페인 헤이즐넛 크림콜드브루 아이스(ICED),20748,커피,2074800,207480000,40,0.17,4.91,5,1.35,0.17,더벤티
커피_디카페인 헤이즐넛딥라떼 아이스(ICED),20748,커피,2074800,207480000,52,1.35,5.08,27,1.69,4.4,더벤티
커피_디카페인 헤이즐넛딥라떼 핫(HOT),20748,커피,2074800,207480000,63,1.86,5.92,35,2.03,4.4,더벤티
커피_레몬아메리카노 아이스(ICED),20748,커피,2074800,207480000,42,0,2.2,2,0,23.27,카페게이트
커피_믹스커피 아이스(ICED),20748,커피,2074800,207480000,63,0.17,7.78,9,1.18,18.61,더벤티
커피_믹스커피 아이스(ICED),20748,커피,2074800,207480000,62,1.18,5.58,26,2.03,11.9,카페게이트
커피_믹스커피 핫(HOT),20748,커피,2074800,207480000,63,0.17,7.78,9,1.18,18.61,더벤티
커피_믹스커피 핫(HOT),20748,커피,2074800,207480000,60,1.23,5.23,26,2,10.82,카페게이트
커피_민트카페모카 아이스(ICED) (L),20748,커피,2074800,207480000,84,1.29,5.02,42,2.51,41.33,커피:니
커피_민트카페모카 아이스(ICED) (R),20748,커피,2074800,207480000,76,1.28,5.03,42,2.48,23.25,커피:니
커피_민트카페모카 핫(HOT) (L),20748,커피,2074800,207480000,119,2.58,7.68,68,4.48,46.5,커피:니
커피_민트카페모카 핫(HOT) (R),20748,커피,2074800,207480000,110,2.56,7.68,67,4.44,27.35,커피:니
커피_밀크카라멜마키아또 아이스(ICED),20748,커피,2074800,207480000,62,1.14,7.49,37,1.44,31.29,바나프레소
커피_밀크카라멜마키아또 핫(HOT),20748,커피,2074800,207480000,93,2.02,10.63,57,2.32,40.68,바나프레소
커피_바나리카노 아이스(ICED),20748,커피,2074800,207480000,1,0.04,0,2,0,43.28,바나프레소
커피_바닐라 라떼 아이스(ICED) (L),20748,커피,2074800,207480000,75,1.53,7.8,50,2.44,41.33,커피:니
커피_바닐라 라떼 아이스(ICED) (R),20748,커피,2074800,207480000,48,1.15,5.88,20,0.75,23.25,커피:니
커피_바닐라 빈 라떼 아이스(ICED),20748,커피,2074800,207480000,45,1.59,6.28,23,0.99,27.12,블루샥
커피_바닐라 빈 라떼 핫(HOT),20748,커피,2074800,207480000,65,1.95,9.24,22,1.12,35.31,블루샥
커피_바닐라 콜드브루 아이스(ICED),20748,커피,2074800,207480000,51,1.22,4.58,28,0.77,48.51,바나프레소
커피_바닐라 크림콜드브루 아이스(ICED),20748,커피,2074800,207480000,40,0.17,4.91,2,1.35,13.37,더벤티
커피_바닐라다크리카노 아이스(ICED),20748,커피,2074800,207480000,25,0.17,5.41,0,0,44.67,더벤티
커피_바닐라다크리카노 핫(HOT),20748,커피,2074800,207480000,25,0.17,5.41,0,0,44.67,더벤티
커피_바닐라딥 라떼 아이스(ICED),20748,커피,2074800,207480000,52,1.52,5.08,39,1.52,44.67,더벤티
커피_바닐라딥 라떼 핫(HOT),20748,커피,2074800,207480000,63,1.86,5.92,47,2.03,44.67,더벤티
커피_바닐라 라떼,20748,커피,2074800,207480000,50,1.41,7.09,29,1.21,61.09,청자다방
커피_바닐라 라떼 아이스(ICED),20748,커피,2074800,207480000,57,1.36,5.11,35,1.04,31.29,바나프레소
커피_바닐라 라떼 아이스(ICED),20748,커피,2074800,207480000,45,1.1,5.31,17,1.1,30.31,팔공티
커피_바닐라 라떼 아이스(ICED) (K(코끼리)),20748,커피,2074800,207480000,75,2.92,8,21,2.15,31.38,달콤
커피_바닐라 라떼 아이스(ICED) (L),20748,커피,2074800,207480000,75,2.96,8.03,21,2.11,43.13,달콤
커피_바닐라 라떼 아이스(ICED) (L),20748,커피,2074800,207480000,40,1.19,5.39,19,0.87,69.77,아임일리터
커피_바닐라 라떼 아이스(ICED) (M),20748,커피,2074800,207480000,39,1.2,5.11,19,0.88,34.88,아임일리터
커피_바닐라 라떼 아이스(ICED) (R),20748,커피,2074800,207480000,75,2.82,7.89,21,2.25,25.35,달콤
커피_바닐라 라떼 핫(HOT),20748,커피,2074800,207480000,85,2.25,7.45,54,1.75,40.68,바나프레소
커피_바닐라 라떼 핫(HOT),20748,커피,2074800,207480000,74,2.31,8,42,2.31,30.31,팔공티
커피_바닐라 라떼 핫(HOT) (K(코끼리)),20748,커피,2074800,207480000,75,2.92,8,21,2.15,31.38,달콤
커피_바닐라 라떼 핫(HOT) (L),20748,커피,2074800,207480000,75,2.96,8.03,21,2.11,43.13,달콤
커피_바닐라 라떼 핫(HOT) (L),20748,커피,2074800,207480000,47,1.51,5.87,24,1.09,31.82,아임일리터
커피_바닐라 라떼 핫(HOT) (L),20748,커피,2074800,207480000,110,3.7,5.9,77,3.6,46.5,커피:니
커피_바닐라 라떼 핫(HOT) (M),20748,커피,2074800,207480000,50,1.71,5.96,28,1.27,34.88,아임일리터
커피_바닐라 라떼 핫(HOT) (R),20748,커피,2074800,207480000,75,2.82,7.89,21,2.25,25.35,달콤
커피_바닐라 라떼 핫(HOT) (R),20748,커피,2074800,207480000,77,2.41,8.68,41,1.56,27.35,커피:니
커피_바닐라빈 라떼 아이스(ICED),20748,커피,2074800,207480000,45,1.18,5.08,21,1.02,23.27,카페게이트
커피_바닐라빈 라떼 핫(HOT),20748,커피,2074800,207480000,46,1.23,4.92,23,1.08,21.15,카페게이트
커피_바닐라크림 콜드브루 아이스(ICED),20748,커피,2074800,207480000,57,0.85,4.23,22,2.54,19.76,카페게이트
커피_버터스카치폼 아인슈페너 아이스(ICED),20748,커피,2074800,207480000,55,0.44,5.55,11,0.9,38.2,팔공티
커피_버터스카치폼 아인슈페너 핫(HOT),20748,커피,2074800,207480000,63,0.53,6.32,12,1.02,43.49,팔공티
커피_샥 라떼 아이스(ICED),20748,커피,2074800,207480000,73,2.19,6.79,38,2.66,41.1,블루샥
커피_솔티카라멜크림 라떼 아이스(ICED) (S),20748,커피,2074800,207480000,77,1.69,5.07,39,3.38,28.21,카페게이트
커피_시그니처아메리카노 아이스(ICED),20748,커피,2074800,207480000,0,0.02,0,1,0,33.51,바나프레소
커피_시그니처아메리카노 핫(HOT),20748,커피,2074800,207480000,1,0.02,0,1,0,43.56,바나프레소
커피_시그니처콜드브루 아이스(ICED),20748,커피,2074800,207480000,2,0.14,0,0,0,19.38,바나프레소
커피_시나몬 카페 라떼 아이스(ICED),20748,커피,2074800,207480000,42,1.29,5.29,15,0.78,32.37,블루샥
커피_시나몬 카페 라떼 핫(HOT),20748,커피,2074800,207480000,62,2.03,7.7,23,1.21,42.11,블루샥
커피_시나몬 라떼 아이스(ICED),20748,커피,2074800,207480000,46,1.12,6.53,21,0.96,31.29,바나프레소
커피_시나몬 라떼 핫(HOT),20748,커피,2074800,207480000,73,2.02,9.43,37,1.72,40.68,바나프레소
커피_아메리카노,20748,커피,2074800,207480000,4,0.18,0,3,0.02,61.09,청자다방
커피_아메리카노 1리터,20748,커피,2074800,207480000,4,0.18,0,3,0.02,122.18,청자다방
커피_아메리카노 I’m B 아이스(ICED) (L),20748,커피,2074800,207480000,1,0.08,0,0,0,26.64,아임일리터
커피_아메리카노 I’m B 아이스(ICED) (M),20748,커피,2074800,207480000,1,0.05,0,0,0,41.46,아임일리터
커피_아메리카노 I’m B 핫(HOT) (L),20748,커피,2074800,207480000,0,0.03,0,0,0,25.9,아임일리터
커피_아메리카노 I’m B 핫(HOT) (M),20748,커피,2074800,207480000,1,0.07,0,0,0,13.32,아임일리터
커피_아메리카노 I’m D 아이스(ICED) (L),20748,커피,2074800,207480000,1,0.1,0,0,0,31.82,아임일리터
커피_아메리카노 I’m D 아이스(ICED) (M),20748,커피,2074800,207480000,1,0.05,0,0,0,55.84,아임일리터
커피_아메리카노 I’m D 핫(HOT) (L),20748,커피,2074800,207480000,1,0.03,0,0,0,34.88,아임일리터
커피_아메리카노 I’m D 핫(HOT) (M),20748,커피,2074800,207480000,1,0.08,0,0,0,13.32,아임일리터
커피_아메리카노 다크퍼플 아이스(ICED) (K(코끼리)),20748,커피,2074800,207480000,2,0.62,0,0,0,31.38,달콤
커피_아메리카노 다크퍼플 아이스(ICED) (L),20748,커피,2074800,207480000,2,0.21,0,1,0,43.13,달콤
커피_아메리카노 다크퍼플 아이스(ICED) (R),20748,커피,2074800,207480000,2,0.28,0,1,0,38.31,달콤
커피_아메리카노 다크퍼플 핫(HOT) (K(코끼리)),20748,커피,2074800,207480000,2,0.62,0,0,0,31.38,달콤
커피_아메리카노 다크퍼플 핫(HOT) (L),20748,커피,2074800,207480000,2,0.21,0,1,0,43.13,달콤
커피_아메리카노 다크퍼플 핫(HOT) (R),20748,커피,2074800,207480000,2,0.28,0,1,0,38.31,달콤
커피_아메리카노 마일드 그린 아이스(ICED) (K(코끼리)),20748,커피,2074800,207480000,2,0.62,0,0,0,31.38,달콤
커피_아메리카노 마일드 그린 아이스(ICED) (L),20748,커피,2074800,207480000,2,0.21,0,1,0,43.13,달콤
커피_아메리카노 마일드 그린 아이스(ICED) (R),20748,커피,2074800,207480000,2,0.28,0,1,0,38.31,달콤
커피_아메리카노 마일드 그린 핫(HOT) (K(코끼리)),20748,커피,2074800,207480000,2,0.62,0,0,0,31.38,달콤
커피_아메리카노 마일드 그린 핫(HOT) (L),20748,커피,2074800,207480000,2,0.21,0,1,0,43.13,달콤
커피_아메리카노 마일드 그린 핫(HOT) (R),20748,커피,2074800,207480000,2,0.28,0,1,0,38.31,달콤
커피_아메리카노 아이스(ICED),20748,커피,2074800,207480000,2,0.28,0,0,0,51.83,달콤
커피_아메리카노 아이스(ICED),20748,커피,2074800,207480000,0,0.03,0,2,0,31.29,바나프레소
커피_아메리카노 아이스(ICED),20748,커피,2074800,207480000,3,0.19,0,7,0,27.48,블루샥
커피_아메리카노 아이스(ICED),20748,커피,2074800,207480000,2,0,0,2,0,21.15,카페게이트
커피_아메리카노 아이스(ICED) (L),20748,커피,2074800,207480000,16,0.04,0,1,0.09,41.33,커피:니
커피_아메리카노 아이스(ICED) (L),20748,커피,2074800,207480000,3,0.2,0,4,0.1,38.39,팔공티
커피_아메리카노 아이스(ICED) (R),20748,커피,2074800,207480000,9,0.03,0,0,0.05,23.25,커피:니
커피_아메리카노 아이스(ICED) (XL),20748,커피,2074800,207480000,3,0.21,0,4,0.1,38.4,팔공티
커피_아메리카노 핫(HOT),20748,커피,2074800,207480000,2,0.28,0,0,0,51.83,달콤
커피_아메리카노 핫(HOT),20748,커피,2074800,207480000,0,0.04,0,2,0,40.68,바나프레소
커피_아메리카노 핫(HOT),20748,커피,2074800,207480000,4,0.23,0,3,0,35.79,블루샥
커피_아메리카노 핫(HOT),20748,커피,2074800,207480000,2,0,0,1,0,19.37,카페게이트
커피_아메리카노 핫(HOT) (L),20748,커피,2074800,207480000,19,0.05,0,1,0.1,46.5,커피:니
커피_아메리카노 핫(HOT) (L),20748,커피,2074800,207480000,3,0.21,0,5,0.1,40.36,팔공티
커피_아메리카노 핫(HOT) (R),20748,커피,2074800,207480000,11,0.03,0,1,0.06,27.35,커피:니
커피_아메리카노 핫(HOT) (XL),20748,커피,2074800,207480000,3,0.21,0,5,0.11,40.38,팔공티
커피_아인슈페너 아이스(ICED),20748,커피,2074800,207480000,135,1.21,8.45,17,7.25,63.77,더벤티
커피_아인슈페너 아이스(ICED),20748,커피,2074800,207480000,23,0.17,0.17,9,1.35,23.27,카페게이트
커피_아인슈페너 핫(HOT),20748,커피,2074800,207480000,115,1.69,7.97,22,5.56,63.77,더벤티
커피_아인슈페너 핫(HOT),20748,커피,2074800,207480000,21,0.15,0.15,9,1.23,21.15,카페게이트
커피_아포가토 (R),20748,커피,2074800,207480000,102,0.85,8.46,24,2.85,71.54,커피:니
커피_약과 크림커피 아이스(ICED),20748,커피,2074800,207480000,86,1.52,8.97,31,2.37,49.92,더벤티
커피_약과 크림커피 핫(HOT),20748,커피,2074800,207480000,93,1.86,9.48,37,2.54,49.92,더벤티
커피_에스프레소,20748,커피,2074800,207480000,3,0.3,0,17,0,339,바나프레소
커피_에스프레소,20748,커피,2074800,207480000,3,0.18,0,7,0,109.73,블루샥
커피_에스프레소 (R),20748,커피,2074800,207480000,11,0.03,0,1,0.06,27.35,커피:니
커피_에스프레소 핫(HOT) (더블),20748,커피,2074800,207480000,21,0,0,0,0,234.48,달콤
커피_에스프레소 핫(HOT) (싱글),20748,커피,2074800,207480000,21,0,0,0,0,234.48,달콤
커피_연유 라떼 아이스(ICED),20748,커피,2074800,207480000,64,2.03,6.77,28,1.52,44.67,더벤티
커피_연유 라떼 아이스(ICED),20748,커피,2074800,207480000,64,1.95,7.05,35,1.64,31.29,바나프레소
커피_연유 라떼 핫(HOT),20748,커피,2074800,207480000,76,2.54,7.61,36,1.86,44.67,더벤티
커피_연유 라떼 핫(HOT),20748,커피,2074800,207480000,97,3.14,10.16,56,2.63,40.68,바나프레소
커피_오트카페 라떼 아이스(ICED),20748,커피,2074800,207480000,26,0.34,1.18,17,0.17,44.67,더벤티
커피_오트카페 라떼 핫(HOT),20748,커피,2074800,207480000,39,0.51,1.86,27,0.17,44.67,더벤티
커피_자이언트 아메리카노 아이스(ICED),20748,커피,2074800,207480000,3,0,0,2,0,21.95,카페게이트
커피_제로슈가 스위트 아메리카노 아이스(ICED),20748,커피,2074800,207480000,0,0.03,0,2,0,31.29,바나프레소
커피_제로슈가 스위트 아메리카노 핫(HOT),20748,커피,2074800,207480000,0,0.04,0,2,0,40.68,바나프레소
커피_청자다방커피,20748,커피,2074800,207480000,40,0.83,4.91,4,0.79,63.47,청자다방
커피_카라멜 마끼아또 아이스(ICED) (L),20748,커피,2074800,207480000,48,1.15,6.68,20,1,69.77,아임일리터
커피_카라멜 마끼아또 아이스(ICED) (M),20748,커피,2074800,207480000,47,1.15,6.23,21,1.03,34.88,아임일리터
커피_카라멜 마끼아또 핫(HOT) (L),20748,커피,2074800,207480000,43,1.09,6.09,17,0.88,31.82,아임일리터
커피_카라멜 마끼아또 핫(HOT) (M),20748,커피,2074800,207480000,44,1.24,5.65,20,1.02,34.88,아임일리터
커피_카라멜 마끼야또 아이스(ICED),20748,커피,2074800,207480000,44,1.59,4,26,1.1,24.25,블루샥
커피_카라멜 마끼야또 핫(HOT),20748,커피,2074800,207480000,73,2.09,8.35,30,1.29,31.56,블루샥
커피_카라멜마끼아또,20748,커피,2074800,207480000,51,1.22,7.29,21,0.7,61.09,청자다방
커피_카라멜마끼아또 아이스(ICED),20748,커피,2074800,207480000,37,1.18,2.71,36,1.02,23.27,카페게이트
커피_카라멜마끼아또 아이스(ICED),20748,커피,2074800,207480000,66,1.09,7.99,18,1.59,44,팔공티
커피_카라멜마끼아또 아이스(ICED) (K(코끼리)),20748,커피,2074800,207480000,82,2.46,6,35,1.69,31.38,달콤
커피_카라멜마끼아또 아이스(ICED) (L),20748,커피,2074800,207480000,81,2.54,5.92,35,1.69,28.75,달콤
커피_카라멜마끼아또 아이스(ICED) (R),20748,커피,2074800,207480000,81,2.54,5.92,35,1.69,19.15,달콤
커피_카라멜마끼아또 핫(HOT),20748,커피,2074800,207480000,38,1.23,2.77,36,1.23,21.15,카페게이트
커피_카라멜마끼아또 핫(HOT),20748,커피,2074800,207480000,110,1.91,12.99,35,3.09,50.63,팔공티
커피_카라멜마끼아또 핫(HOT) (K(코끼리)),20748,커피,2074800,207480000,82,2.46,6,35,1.69,31.38,달콤
커피_카라멜마끼아또 핫(HOT) (L),20748,커피,2074800,207480000,81,2.54,5.92,35,1.69,28.75,달콤
커피_카라멜마끼아또 핫(HOT) (R),20748,커피,2074800,207480000,81,2.54,5.92,35,1.69,19.15,달콤
커피_카라멜마끼야또 아이스(ICED),20748,커피,2074800,207480000,59,1.35,7.95,28,1.02,44.67,더벤티
커피_카라멜마끼야또 아이스(ICED) (L),20748,커피,2074800,207480000,78,2,8.6,32,1.36,41.33,커피:니
커피_카라멜마끼야또 아이스(ICED) (R),20748,커피,2074800,207480000,52,1.16,6.65,21,0.8,23.25,커피:니
커피_카라멜마끼야또 핫(HOT),20748,커피,2074800,207480000,71,1.86,8.8,36,1.35,44.67,더벤티
커피_카라멜마끼야또 핫(HOT) (L),20748,커피,2074800,207480000,114,3.53,11.8,62,2.38,46.5,커피:니
커피_카라멜마끼야또 핫(HOT) (R),20748,커피,2074800,207480000,97,3.21,10.56,57,2.18,27.35,커피:니
커피_카페 라떼 아이스(ICED),20748,커피,2074800,207480000,32,3.3,1.4,26,1.18,26.3,블루샥
